account,project,comments  ,empty comments ,patterns,dispersion,type
kcmr,kcmr/code-sample,23,2.0,22,0.042107927505739134,Human
hkantare,IBM-Cloud/bluemix-go,84,42.0,40,0.027763543255341312,Human
amanda-tarafa,googleapis/gax-dotnet,74,4.0,69,0.03974848446840569,Human
cryptix,ssbc/ssb-server,100,0.0,100,0.028899387163408837,Human
arj03,ssbc/ssb-server,100,1.0,97,0.03201296457260493,Human
goetas,goetas-webservices/soap-client,99,3.0,94,0.03491017038499254,Human
ivanvotti,ivanvotti/broccoli-svg-optimizer,12,3.0,10,0.039156366108748536,Human
dkhamsing,dkhamsing/awesome_bot,100,6.0,80,0.039993358859911884,Human
TooTallNate,TooTallNate/ref,100,0.0,95,0.030660327888054142,Human
fanminshi,coreos/etcd-operator,100,2.0,68,0.04194007173850273,Human
christianbundy,ssbc/ssb-server,100,0.0,100,0.02880058507707414,Human
yogthos,reagent-project/reagent-forms,100,0.0,90,0.042346317861159645,Human
devfeel,devfeel/dotweb,100,0.0,78,0.04268705057941196,Human
svenanders,svenanders/react-iframe,/,/,/,/,/
croomes,storageos/go-cli,70,4.0,67,0.029674306898855637,Human
pwalczysko,ome/omero-scripts,100,0.0,100,0.026697118261773605,Human
aearly,caolan/async,100,0.0,97,0.02742971926075943,Human
csirmazbendeguz,acquia/lightning,24,3.0,22,0.0348162134544532,Human
phenaproxima,acquia/lightning,100,19.0,81,0.04144622624958887,Human
martin1cerny,xBimTeam/XbimGeometry,100,0.0,100,0.028143403570471907,Human
OlegNadymov,StefH/System.Linq.Dynamic.Core,32,1.0,30,0.038843682681615276,Human
throrin19,FiguredLimited/vue-mc,29,0.0,29,0.02799576742759102,Human
jayphelps,redux-observable/redux-observable,100,1.0,96,0.03556613630272662,Human
ArturT,KnapsackPro/knapsack_pro-ruby,100,3.0,97,0.036147733071107836,Human
bfontaine,swaroopch/edn_format,72,3.0,70,0.031016327429516398,Human
srmnitc,srmnitc/pyscal,100,23.0,76,0.03524746411097961,Human
gpbl,gpbl/react-day-picker,100,14.0,87,0.035785200184808345,Human
boazsegev,boazsegev/plezi,100,1.0,97,0.03430845312031378,Human
njgheorghita,ethpm/py-ethpm,100,0.0,92,0.06203793057529141,Human
pipermerriam,ethpm/py-ethpm,74,0.0,74,0.031009924613757726,Human
ZachEddy,infobloxopen/atlas-app-toolkit,51,0.0,51,0.034269474991406534,Human
grissius,carloscuesta/gitmoji,100,0.0,99,0.03613753518331254,Human
persapiens,adminfaces/admin-template,16,0.0,16,0.031150619754441604,Human
rmpestano,adminfaces/admin-template,100,4.0,91,0.036449512440290634,Human
wgerlach,MG-RAST/AWE,100,88.0,13,0.0052574179780286185,Human
jcustenborder,jcustenborder/connect-utils,100,90.0,11,0.030489259062743412,Human
notwaldorf,PolymerElements/iron-form,100,1.0,95,0.03484503276913193,Human
brunobasto,liferay/senna.js,100,9.0,83,0.034843701561356764,Human
jbalsas,liferay/senna.js,100,2.0,99,0.03446927128809396,Human
diegonvs,liferay/senna.js,90,25.0,62,0.03229565571810757,Human
MMatten,dbfit/dbfit,100,0.0,97,0.02841718699431037,Human
ismamz,ismamz/postcss-utilities,38,0.0,38,0.03199300676070205,Human
smarlowucf,SUSE-Enceladus/img-proof,100,10.0,91,0.035952598412323254,Human
TobiasBg,TobiasBg/TablePress,100,0.0,96,0.03391124552428803,Human
RomanMinkin,ory/keto,12,0.0,12,0.035322851905722784,Human
mike-marcacci,jaydenseric/graphql-upload,100,0.0,99,0.03226066778293961,Human
jaydenseric,jaydenseric/graphql-upload,100,0.0,99,0.031433223435011586,Human
robdmoore,MRCollective/ChameleonForms,100,2.0,98,0.0366207986379827,Human
victorlei,victorlei/smop,100,22.0,68,0.04075655172827644,Human
chenyukang,sipin/gorazor,24,0.0,24,0.030575032587632913,Human
elandau,Netflix/concurrency-limits,100,45.0,55,0.03487548430950016,Human
karolz-ms,Azure/diagnostics-eventflow,100,10.0,87,0.03492801833864773,Human
impronunciable,impronunciable/moviedb,82,0.0,74,0.036992224858963495,Human
bjschoenfeld,byu-dml/metalearn,100,6.0,94,0.038059533681446614,Human
favadi,favadi/protoc-go-inject-tag,50,4.0,47,0.03443315991635178,Human
supermarin,xcpretty/xcpretty,100,0.0,96,0.03093361990164546,Human
deadprogram,hybridgroup/gobot,100,0.0,80,0.03889409960707357,Human
jpmckinney,wireservice/csvkit,100,0.0,90,0.0331687290943786,Human
SimenB,siimon/prom-client,100,2.0,94,0.03230392237326896,Human
cviecco,Symantec/ldap-group-management,36,25.0,12,0.01531627855843084,Human
maxisam,maxisam/ngx-clipboard,100,10.0,83,0.03774757881592859,Human
luk6xff,luk6xff/Packt-Publishing-Free-Learning,100,0.0,96,0.03263827595550987,Human
MacKLess,beautify-web/js-beautify,100,1.0,75,0.04775106014513732,Human
floitsch,google/double-conversion,100,5.0,82,0.04343566672299468,Human
shaofu88,square/connect-csharp-sdk,36,30.0,7,0.009469858376978044,Human
Firehed,Firehed/inputobjects,41,18.0,23,0.03322903606232861,Human
andrerpena,andrerpena/react-mde,100,3.0,83,0.04131606961029427,Human
wallymathieu,mausch/Fleece,100,12.0,88,0.03593173436471942,Human
nateabele,ai-labs-team/casium,44,1.0,44,0.027826267752894363,Human
LongLiveCHIEF,voxpupuli/puppet-gitlab_ci_runner,36,3.0,34,0.03614162181581806,Human
Ogeon,Ogeon/palette,100,0.0,79,0.04487135322035782,Human
kzidane,cs50/check50,84,25.0,57,0.028072129687822304,Human
danschultzer,danschultzer/ex_oauth2_provider,100,3.0,92,0.03497129023316551,Human
cyli,theupdateframework/notary,100,0.0,97,0.03393827401234185,Human
thaJeztah,theupdateframework/notary,100,0.0,84,0.035786309929835634,Human
robdodson,WICG/focus-visible,100,2.0,99,0.034933537655805286,Human
alice,WICG/focus-visible,100,0.0,99,0.03632711810399448,Human
EricDahlvang,microsoft/botframework-sdk,100,4.0,90,0.034365338530069386,Human
guumaster,mongoosastic/mongoosastic,100,6.0,91,0.0378705669473265,Human
bmack,TYPO3/testing-framework,48,3.0,43,0.0338223366624659,Human
brettjurgens,amount/gql2ts,100,7.0,88,0.03611735773850208,Human
gonzakpo,alterphp/EasyAdminExtensionBundle,/,/,/,/,/
Rob--W,mozilla/webextension-polyfill,100,1.0,99,0.03338305180898911,Human
jeffbski,jeffbski/redux-logic,100,1.0,95,0.03905226055305684,Human
stevenpkg,watson-developer-cloud/assistant-simple,100,16.0,78,0.03790875912875574,Human
Oliver-I,watson-developer-cloud/assistant-simple,60,1.0,48,0.05388331098846149,Human
mitchmason,watson-developer-cloud/assistant-simple,57,0.0,57,0.03035022607095754,Human
txomon,txomon/abot,11,0.0,9,0.025024296903664003,Human
brett19,couchbaselabs/gojsonsm,74,7.0,68,0.038615302833999866,Human
jeancochrane,jeancochrane/pytest-flask-sqlalchemy,52,0.0,52,0.033570834501888955,Human
zpao,zpao/qrcode.react,100,0.0,95,0.029360858143006874,Human
wickwirew,wickwirew/Runtime,100,14.0,86,0.04015570945037532,Human
phumpal,airbrake/airbrake-python,35,4.0,31,0.033049213362603094,Human
asibross,codecentric/spring-boot-admin,36,1.0,36,0.03822935490623304,Human
martint,airlift/slice,58,13.0,32,0.034614196505373306,Human
thebadmonkeydev,stackshareio/graphql-cache,100,5.0,94,0.03547489453266836,Human
KayleePop,webtorrent/webtorrent,96,3.0,93,0.03336153620802234,Human
ttmarek,rangle/redux-beacon,100,0.0,71,0.05778683054955037,Human
pmccarren,thephpleague/factory-muffin,14,2.0,13,0.03826823529138042,Human
gyscos,gyscos/cursive,100,1.0,94,0.03928637279994053,Human
natebosch,google/pageloader,25,0.0,25,0.03171932828694859,Human
mk13,google/pageloader,100,23.0,77,0.0321045165378062,Human
chalin,google/pageloader,39,0.0,38,0.031153559430528024,Human
lpatino10,watson-developer-cloud/java-sdk,100,0.0,98,0.029793452463305715,Human
Sarkar,BranchMetrics/cordova-ionic-phonegap-branch-deep-linking-attribution,21,0.0,19,0.040255895011975164,Human
ibgreen,uber-web/probe.gl,100,30.0,70,0.03367900048502083,Human
Corniel,Qowaiv/Qowaiv,100,12.0,89,0.03141872801500228,Human
aarondl,volatiletech/sqlboiler,100,0.0,95,0.03467833388457752,Human
kitten,FormidableLabs/react-live,100,4.0,97,0.03517373135158192,Human
bradmartin,manijak/nativescript-carousel,25,3.0,23,0.04027981131012652,Human
charlesmoore99,highsource/ogc-schemas,11,0.0,11,0.02789376858352272,Human
adamstruck,bmeg/grip,100,22.0,74,0.03796016577277541,Human
RWOverdijk,SpoonX/wetland,100,25.0,76,0.03580665207475047,Human
edouardmenayde,SpoonX/wetland,32,8.0,25,0.04185299191870974,Human
mp911de,mp911de/logstash-gelf,100,3.0,81,0.04156190461572223,Human
statianzo,statianzo/Fleck,100,1.0,99,0.026591524401882914,Human
felixerdy,felixerdy/touchbar,35,6.0,29,0.041662612915566596,Human
vladimir-kotikov,apache/cordova-plugin-media-capture,11,0.0,11,0.04327778756500116,Human
mvkara,microsoft/fsharplu,12,0.0,12,0.033298113486336954,Human
blumu,microsoft/fsharplu,100,22.0,79,0.03313260859834105,Human
nshahan,dart-league/sass_builder,66,3.0,64,0.03755758554408884,Human
luisvt,dart-league/sass_builder,19,2.0,18,0.03417830062988314,Human
JordanSussman,target/go-arty,48,10.0,38,0.036306741943773375,Human
lintanghui,bilibili/overlord,19,8.0,12,0.03308447491577324,Human
godu,CoorpAcademy/serverless-plugins,62,4.0,57,0.0370733959829009,Human
cap10morgan,democracyworks/kehaar,48,1.0,48,0.037808685057776625,Human
MarkusRabe,mvcisback/py-aiger,43,10.0,34,0.03156051602285473,Human
str4d,zcash/librustzcash,100,12.0,87,0.036922554210942704,Human
sppalkia,weld-project/weld,100,6.0,92,0.037903638404990905,Human
kattni,adafruit/Adafruit_CircuitPython_LIS3DH,24,10.0,15,0.027718414363711513,Human
bloritsch,bloritsch/DHaven.Faux,86,9.0,77,0.0378646708015027,Human
tych0,openSUSE/umoci,/,/,/,/,/
cyphar,openSUSE/umoci,/,/,/,/,/
JacobEvelyn,JacobEvelyn/friends,100,1.0,87,0.03920401482742907,Human
acasademont,php-pm/php-pm,100,2.0,97,0.03485563660124244,Human
wtao-mux,muxinc/stats-sdk-objc,28,20.0,9,0.017724400676336217,Human
kalwalkden,kalwalkden/django-materializecss-form,21,2.0,20,0.03689829751522033,Human
schollz,schollz/find3,100,1.0,98,0.030565186079186697,Human
maxtaco,keybase/node-avdl-compiler,41,2.0,34,0.04401781160373135,Human
cboettig,sckott/analogsea,52,0.0,50,0.04328209517181257,Human
javadev,javadev/underscore-java,100,30.0,60,0.03896788782150258,Human
cckelly,AraBlocks/ara-identity,25,4.0,22,0.042105607223762886,Human
stuartaccent,labd/wagtailstreamforms,100,17.0,76,0.04233345081078493,Human
dmlb2000,pacifica/pacifica-metadata,100,0.0,49,0.15521139278090515,Human
cascornelissen,cascornelissen/svg-spritemap-webpack-plugin,100,0.0,93,0.03370264604621723,Human
bradymholt,bradymholt/cRonstrue,100,21.0,65,0.03622964793839695,Human
hugoduncan,dialoguemd/menhir,/,/,/,/,/
bekeles,imsweb/algorithms,31,7.0,21,0.04853742429743943,Human
depryf,imsweb/algorithms,100,0.0,82,0.04192677390497734,Human
shochdoerfer,bitExpert/magento2-force-login,100,11.0,84,0.04238014430556241,Human
e0ipso,contentacms/contenta_jsonapi,100,1.0,94,0.031840450489671865,Human
camilamercado,triplecanopy/b-ber,36,4.0,32,0.03508585905080288,Human
hellatan,1stdibs/eslint-config-1stdibs,81,9.0,72,0.03596290663221447,Human
geerteltink,xtreamwayz/expressive-messenger,65,7.0,25,0.23887957538554244,Human
williaster,williaster/data-ui,100,1.0,96,0.030178987781080212,Human
devigned,vcabbage/amqp,86,0.0,86,0.03328190013956521,Human
myleshorton,getlantern/zenodb,12,2.0,11,0.03776829468096947,Human
bordoley,ericsink/SQLitePCL.raw,100,7.0,89,0.03983490074151329,Human
ericsink,ericsink/SQLitePCL.raw,100,1.0,94,0.03438981636778024,Human
gawel,gawel/pyquery,100,0.0,97,0.030336665638344338,Human
JRod-Eiman,HatTrickLabs/txt,73,22.0,51,0.034434112629491705,Human
rkusa,rkusa/pdfjs,100,0.0,96,0.034047079513181124,Human
cloudkite,SnapKit/Masonry,100,0.0,98,0.027748170290958003,Human
huysentruitw,huysentruitw/entity-framework-mock,29,6.0,24,0.03921198211210833,Human
parlough,SpongePowered/Configurate,31,1.0,31,0.03546524607887497,Human
lucko,SpongePowered/Configurate,61,0.0,59,0.03173862199181251,Human
goldfire,goldfire/howler.js,100,0.0,69,0.030687671953427715,Human
ajbogh,uber/react-digraph,100,6.0,89,0.04072800460066909,Human
localredhead,uport-project/uport-connect,49,8.0,42,0.04085705211708194,Human
JordonPhillips,boto/s3transfer,56,2.0,48,0.034246972614175905,Human
matthewp,donejs/done-ssr,100,10.0,77,0.03789721445517758,Human
sausman,Dwolla/dwolla-v2-ruby,55,28.0,27,0.02114065051233836,Human
lekosfmi,iotile/ng-iotile-cloud,97,18.0,64,0.0446179022098972,Human
aoberoi,slackapi/hubot-slack,100,0.0,84,0.0470943477425212,Human
tbremer,gruntjs/grunt-contrib-sass,34,0.0,34,0.03338497787888677,Human
Oceania2018,SciSharp/BotSharp,29,3.0,27,0.031924967284607884,Human
cag,gnosis/pm-contracts,100,39.0,62,0.031753860491885375,Human
artemy-osipov,database-rider/database-rider,19,0.0,19,0.030413703515644822,Human
erickpintor,fauna/faunadb-js,93,14.0,70,0.038795864624764066,Human
marrony,fauna/faunadb-js,64,12.0,52,0.03767758785386598,Human
vinkobedek,SysKitTeam/quick-react.ts,55,4.0,50,0.04137923209815757,Human
dkanejs,dkanejs/docker-compose-maven-plugin,/,/,/,/,/
jacstn,omise/omise-magento,100,0.0,88,0.05262405289086268,Human
guzzilar,omise/omise-magento,100,1.0,89,0.03689919787599084,Human
AleBles,azerion/phaser-ads,31,14.0,17,0.02969710539454596,Human
rimiti,visionmedia/supertest,100,0.0,89,0.030742405573248307,Human
mikelax,visionmedia/supertest,100,1.0,95,0.03577368419780261,Human
c00kiemon5ter,IdentityPython/pysaml2,100,0.0,93,0.03730936272008922,Human
anaisbetts,Squirrel/Squirrel.Windows,100,0.0,95,0.03595300379487049,Human
AlexWayfer,afair/email_address,52,0.0,52,0.026886467700751163,Human
tmcgilchrist,tmcgilchrist/transformers-either,39,14.0,26,0.035698439772845945,Human
Gama11,haxelime/lime,100,4.0,97,0.03146846154035191,Human
VladoLavor,ligato/cn-infra,100,11.0,32,0.08971308322121413,Human
Therzok,mono/mono-addins,94,18.0,74,0.0350914403964765,Human
ashok1994,fusioncharts/vue-fusioncharts,13,8.0,6,0.03197468575436786,Human
helstern,deskpro/apps-libs,15,10.0,6,0.02002437014705813,Human
skovhus,mads-hartmann/bash-language-server,100,4.0,90,0.0357038788208089,Human
greg-hellings,RedHatQE/cinch,100,7.0,91,0.037077498941716046,Human
gjtorikian,gjtorikian/isBinaryFile,42,2.0,41,0.03445342301602887,Human
rolong,etherzero-org/go-etherzero,20,17.0,4,0.0069162259484058086,Human
thrix,release-engineering/resultsdb-updater,35,0.0,35,0.027920428450942655,Human
mprahl,release-engineering/resultsdb-updater,80,13.0,57,0.04439885764893635,Human
ono,pma/amqp,100,1.0,95,0.03459787333633119,Human
rushfrisby,rushfrisby/InterfaceRpc,18,2.0,17,0.04083517225181774,Human
jgromes,jgromes/LoRaLib,28,1.0,28,0.03358501240421823,Human
olance,railsware/js-routes,25,0.0,25,0.030116089156375765,Human
bogdan,railsware/js-routes,100,2.0,98,0.03391854924507575,Human
le0pard,railsware/js-routes,100,3.0,97,0.02953861234189579,Human
johnlcox,cerner/beadledom,100,13.0,61,0.053998188637437626,Human
simonw,simonw/sqlite-utils,100,0.0,96,0.02832511542081489,Human
aravindakr95,yohangz/ornamentum,20,12.0,9,0.028239797835084863,Human
yohangz,yohangz/ornamentum,15,0.0,15,0.031655955695636874,Human
wallet77,keymetrics/pm2-io-apm,100,42.0,42,0.04376809453239177,Human
johnl,brightbox/brightbox-cli,18,2.0,15,0.05009156829475943,Human
tokengeek,brightbox/brightbox-cli,84,3.0,82,0.03033773168036721,Human
benbowes,benbowes/react-responsive-select,100,1.0,81,0.03383456810413996,Human
LuckyCyborg,nova-framework/framework,100,80.0,13,0.03749496263456211,Human
giraud,SentiaAnalytics/bs-css,100,0.0,88,0.033099231165399555,Human
windyakin,windyakin/Honoka,76,3.0,71,0.016551601457004756,Human
indranilatcal,danielwertheim/mycouch,49,0.0,45,0.05483340578418628,Human
danielwertheim,danielwertheim/mycouch,100,6.0,92,0.03637149116656582,Human
pengrad,pengrad/java-telegram-bot-api,100,18.0,83,0.03204541581335366,Human
hansemannn,appcelerator-modules/ti.map,100,2.0,95,0.032083296634289986,Human
olafurpg,olafurpg/coursier-small,12,5.0,8,0.027615394256113764,Human
einavk,onap-sdc/sdc-ui,34,1.0,33,0.034876526750877754,Human
iaomw,readium/r2-shared-swift,13,5.0,9,0.029850007711055296,Human
llemeurfr,readium/r2-streamer-swift,14,0.0,14,0.030466756584223126,Human
GiladShoham,gheeres/node-activedirectory,100,3.0,98,0.040355272675680155,Human
gheeres,gheeres/node-activedirectory,100,0.0,98,0.03268364783027138,Human
svenevs,svenevs/exhale,100,7.0,93,0.03759667712077946,Human
henrygd,henrygd/bigpicture,81,0.0,81,0.029809065942866766,Human
dualspiral,SpongePowered/Configurate,29,0.0,29,0.0354602770167561,Human
zml2008,SpongePowered/Configurate,100,2.0,98,0.036749067776619314,Human
ekarson,twilio/twilio-node,14,1.0,14,0.037381062287277333,Human
WarenGonzaga,daneden/animate.css,100,0.0,98,0.028935972893000237,Human
eltonmesquita,daneden/animate.css,100,1.0,85,0.04005110176829384,Human
n8sh,caraus-ecms/tanya,22,6.0,17,0.03311521673906294,Human
belka-ew,caraus-ecms/tanya,13,2.0,11,0.03528333291584701,Human
pdeffebach,JuliaData/DataFramesMeta.jl,100,2.0,93,0.03598065072413148,Human
bkamins,JuliaData/DataFramesMeta.jl,100,0.0,99,0.033548292648999674,Human
tanema,Shopify/themekit,100,0.0,82,0.04625103168449493,Human
apokalyptik,FederationOfFathers/dashboard,11,6.0,6,0.013765823155084865,Human
bajb,packaged/dal,32,27.0,6,0.005932018253700476,Human
eyalbe4,jfrog/artifactory-client-java,100,1.0,87,0.03905608077715468,Human
txs1992,txs1992/stylus-converter,100,18.0,75,0.02373549969682268,Human
jljsj33,react-component/drawer,100,2.0,97,0.021239309307668527,Human
beefchimi,Shopify/draggable,100,0.0,100,0.03141099178900436,Human
weilix88,weilix88/buildsimhub_python_api,92,58.0,35,0.019738752363927147,Human
casperdcl,tqdm/tqdm,100,0.0,98,0.026830284208545635,Human
Erikvv,doctrine/DoctrineModule,11,0.0,11,0.03290072189954327,Human
euank,perkeep/perkeep,33,0.0,33,0.02967457939089582,Human
shawnrice,homelight/swan-form,39,22.0,18,0.019508499651942655,Human
grs,amqp/rhea,100,4.0,94,0.0383363496882339,Human
mapsam,mapbox/tilelive,36,0.0,36,0.029692966742767325,Human
nalimilan,JuliaData/DataFramesMeta.jl,100,1.0,100,0.033282231970331026,Human
kabirbaidhya,kabirbaidhya/boss,100,2.0,95,0.028194168279730137,Human
oleurud,CartoDB/Windshaft,29,10.0,20,0.04319817227009046,Human
dgaubert,CartoDB/Windshaft,100,35.0,64,0.03027371623775281,Human
TheSharpieOne,Availity/availity-angular,25,2.0,22,0.03690340320342415,Human
kirrg001,TryGhost/knex-migrator,100,1.0,97,0.02787645340941624,Human
sjkp,sjkp/letsencrypt-siteextension,100,4.0,95,0.04012861018398692,Human
mthenw,serverless/event-gateway,100,15.0,61,0.07159278310241661,Human
Shynixn,Shynixn/PetBlocks,100,63.0,36,0.021432851777660356,Human
prydie,oracle/mysql-operator,100,4.0,91,0.03626163111784591,Human
awilsonCurt,curt-labs/API,100,65.0,36,0.02196671842303245,Human
singku,aws/aws-sdk-cpp,100,0.0,96,0.030464171082813185,Human
eriknelson,automationbroker/bundle-lib,23,3.0,21,0.03716847241902926,Human
lmangani,sipcapture/paStash,100,0.0,100,0.026691652157280987,Human
jedisct1,jedisct1/libsodium,100,1.0,94,0.03298088094544078,Human
Green7,winlabs/gowin32,29,12.0,18,0.031380493861031866,Human
dwrensha,capnproto/capnproto-rust,100,0.0,99,0.027943775922407297,Human
drug007,d-gamedev-team/gfm,40,4.0,35,0.033212231864794606,Human
xzkostyan,xzkostyan/clickhouse-sqlalchemy,100,0.0,95,0.03208945201886404,Human
jperkelens,admiralobvious/vyper,19,0.0,19,0.03573032936425703,Human
iondrimba,getninjas/jason,/,/,/,/,/
herrstucki,interactivethings/catalog,100,2.0,93,0.03129459332070686,Human
gabrieldoty,edcarroll/ng2-semantic-ui,18,0.0,15,0.050054438003763364,Human
captainsidd,amplify-education/serverless-domain-manager,100,1.0,90,0.034005088118258864,Human
benmatselby,benmatselby/frost,26,15.0,12,0.0235500827780358,Human
nrwiersma,msales/streams,44,26.0,16,0.04446613317475486,Human
calind,presslabs/wordpress-operator,27,13.0,14,0.024304953770724683,Human
jkutner,jsimone/webapp-runner,100,1.0,99,0.03027183058322984,Human
chkr1011,chkr1011/MQTTnet,100,0.0,89,0.03346344841129398,Human
wdm0006,scikit-learn-contrib/categorical-encoding,100,0.0,96,0.03342500906636326,Human
sebbo2002,sebbo2002/ical-generator,100,0.0,24,0.35519588774546795,Bot
knightsc,micromdm/micromdm,61,1.0,61,0.03126213889428817,Human
sns-seb,SonarSource/sonarqube,100,63.0,38,0.01908631050937263,Human
sebastiankessel,CodeScience/package-xml,/,/,/,/,/
buren,buren/chartkick-ex,40,3.0,34,0.03596945072570091,Human
hiddentao,hiddentao/squel,100,0.0,95,0.031027480022125027,Human
