account,project,comments  ,empty comments ,patterns,dispersion,type
kubermatic-bot,kubermatic/machine-controller,100,0.0,8,0.19338143576498995,Bot
TheHipbot,TheHipbot/hermes,86,5.0,65,0.05612380718474889,Human
ladybugbot,ladybug-tools/honeybee-energy,100,0.0,1,0.042719527206321294,Bot
mainio-integration-bot,mainio/decidim-module-plans,18,4.0,2,4.5315220963382246e-18,Bot
toptal-bot,toptal/archfiend,19,0.0,2,7.04805862381438e-18,Bot
solo-git-bot,solo-io/solo-kit,54,0.0,1,0.1275454744887794,Bot
TurekBot,jfoenixadmin/JFoenix,95,0.0,93,0.026573702662154225,Human
tld-update-bot,zmap/zlint,33,33.0,1,0.0,Human
sourcegraph-bot,sourcegraph/codeintellify,100,0.0,2,0.453133861928972,Bot
bobotu,ngaut/unistore,68,5.0,42,0.07362117136154445,Human
jbosstm-bot,jbosstm/narayana,100,0.0,6,0.2447332427103386,Bot
zaripych-bot,zaripych/node-op,31,1.0,3,0.41093662755670135,Bot
whateverbot,wovalle/fireorm,100,0.0,1,0.16559074045573835,Bot
boenrobot,Kononnable/typeorm-model-generator,68,2.0,67,0.03343983952354387,Human
azuresdkciprbot,Azure/azure-sdk-for-ruby,100,0.0,1,0.015630646230635568,Bot
tm-github-bot,ticketmaster/aurora,100,0.0,1,0.013655077909453707,Bot
eclipse-milo-bot,eclipse/milo,17,0.0,1,0.0,Bot
larrybotha,gionkunz/chartist-js,17,0.0,15,0.039891513661673775,Human
botandrose,DatabaseCleaner/database_cleaner,100,0.0,86,0.04555919576214219,Human
wbotelhos,getninjas/data_migrater,12,0.0,12,0.02908702634367476,Human
ks-ci-bot,yunify/hostnic-cni,29,0.0,1,0.4919403343478169,Bot
KarishmaBothara,cennznet/api.js,100,30.0,67,0.03117204489956301,Human
capistrano-bot,capistrano/capistrano,32,0.0,1,0.29492341475984474,Bot
sarbbottam,linkedin/self-focused,21,1.0,21,0.03316042367286199,Human
rails-bot,rails/jbuilder,62,0.0,2,0.7549937611519454,Bot
acs-bot,Azure/acs-engine,100,0.0,3,0.4494306321971428,Bot
gitmate-bot,coala/coala-html,100,0.0,11,0.05001147152281161,Bot
ebot1234,Team254/cheesy-arena,18,0.0,17,0.04820628733866933,Human
getsentry-bot,getsentry/sentry-javascript,100,0.0,2,0.3457071478970937,Bot
dangerpr-bot,codegram/hyperclient,61,0.0,3,0.5187147065339055,Bot
botika,botika/yarte,100,12.0,85,0.03658848609867903,Human
cjbottaro,cjbottaro/faktory_worker_ex,100,2.0,98,0.031164852679940604,Human
OpenCombineBot,broadwaylamb/OpenCombine,100,0.0,3,0.18132726477761837,Bot
traverson-bot,traverson/traverson,32,0.0,1,0.1549055709576472,Bot
sofastack-bot,sofastack/sofa-rpc,79,0.0,22,0.21210549379940813,Bot
workbox-pr-bot,GoogleChrome/workbox,100,0.0,1,0.17980311537640978,Bot
tensorflow-graphics-github-robot,tensorflow/graphics,100,0.0,69,0.03473806591586747,Human
allthings-bot,allthings/node-sdk,100,0.0,1,0.0955648625267041,Bot
MagicMirrorBot,MichMich/MagicMirror,100,0.0,2,0.4335345648206389,Bot
foxbot,discord-net/Discord.Net,100,0.0,95,0.035936356448346744,Human
vis-bot,visjs/vis-data,100,0.0,1,0.022699312139270178,Bot
dingwilsonbot,dingwilson/SwiftVideoBackground,25,0.0,1,0.19537212673771595,Bot
vitobotta,zalando/postgres-operator,64,0.0,64,0.037207010797728056,Human
reakit-bot,reakit/reakit,100,0.0,3,0.2933835453129825,Bot
ticobotbot,chef/kitchen-vcenter,20,0.0,1,0.0,Bot
optibot,optimizely/php-sdk,46,0.0,2,-3.8987251402519404e-17,Bot
nemobot,buildo/react-flexview,35,0.0,35,0.01007475996213045,Human
KittyBot,superfly/edge,16,1.0,10,0.1437777187058095,Human
TheAIBot,giawa/opengl4csharp,41,0.0,41,0.029088505030261735,Human
BoTime,tensorspace-team/tensorspace,24,1.0,23,0.024943883956407946,Human
Orbots,chakravala/Grassmann.jl,16,0.0,16,0.03622820337314158,Human
bens-danger-bot,BenLorantfy/danger-plugin-commit-lint,26,0.0,1,0.3993608665473206,Bot
webhookbotuser,control-center/serviced,100,0.0,1,0.0,Bot
iobotis,iobotis/php-incremental-backup,74,35.0,25,0.07077045384465623,Human
saibotsivad,saibotsivad/json-schema-to-markdown,21,0.0,21,0.03477456813132482,Human
mstalbot,sdss/sdss_access,12,0.0,12,0.04341371447350173,Human
runnabot,hashobject/perun,26,0.0,1,0.13953961087624275,Bot
concourse-bot,concourse/semver-resource,34,0.0,2,0.23640562386991723,Bot
thumbot,basho/riak_pb,35,0.0,6,0.3491288724969531,Bot
mention-bot,eggjs/egg-schedule,17,0.0,1,0.24663897845326296,Bot
jrbotros,angular-ui/ui-select,14,0.0,14,0.035054620291095885,Human
botev,arrayfire/arrayfire-rust,18,0.0,18,0.03551495390230673,Human
adrianbota,patorjk/d3-context-menu,21,1.0,21,0.0313732792889429,Human
algoliareadmebot,algolia/algoliasearch-rails,100,0.0,2,-4.288985047194716e-17,Bot
dawsbot,uber-web/uber-eslint,20,3.0,18,0.034539445244094205,Human
rktbot,coreos/go-systemd,27,0.0,1,0.0,Bot
hpcugentbot,hpcugent/vsc-utils,67,0.0,4,0.25952119246886707,Bot
salesforce-ux-bot,salesforce-ux/design-system,26,0.0,1,0.22434425375909017,Bot
helpfulrobot,silverstripe/silverstripe-installer,13,0.0,1,0.16202050245931063,Bot
mikechabot,mikechabot/redux-entity,11,0.0,11,0.043653172079894824,Human
xamarin-cla-bot,mono/VulkanSharp,19,0.0,2,0.4060591827851429,Bot
bsn-bot3,floodlight/loxigen,100,0.0,2,0.2855057328673891,Bot
amitaekbote,dcos/dcos-checks,37,2.0,36,0.03705436809513503,Human
issue-bot,contao/manager-bundle,21,0.0,17,0.09724421964941334,Bot
cristina0botez,pbs/django-atris,22,14.0,9,0.022930105988477736,Human
tibotiber,Olical/react-faux-dom,76,0.0,76,0.03568846182921867,Human
dpebot,GoogleCloudPlatform/java-repo-tools,26,11.0,3,0.06350732794270054,Bot
IssueHuntBot,cyclejs/cyclejs,30,0.0,2,0.3732262104868536,Bot
austbot,IBM/portieris,12,0.0,12,0.036767555763222354,Human
PerBothner,golden-layout/golden-layout,91,0.0,91,0.029184981302843773,Human
cbothner,rpearce/react-medium-image-zoom,25,0.0,25,0.03112553540723991,Human
eslintbot,eslint/typescript-eslint-parser,100,0.0,2,0.07382685660307897,Bot
ParthBarot-BoTreeConsulting,devstepbcn/react-native-android-wifi,20,1.0,19,0.04143025989091486,Human
frankandrobot,js-csp/js-csp,19,0.0,19,0.031647608507340774,Human
nativescript-vue-bot,nativescript-vue/nativescript-vue,100,0.0,2,-5.0378260805549736e-17,Bot
ztalbot2000,ztalbot2000/homebridge-cmd4,100,0.0,79,0.07024732419360367,Human
brokenbot,brokenbot/sftp-promises,42,1.0,41,0.04110421541207539,Human
charliesbot,charliesbot/react-native-media-controls,72,4.0,68,0.035170303440477876,Human
pantheon-ci-bot,pantheon-systems/example-wordpress-composer,100,52.0,3,0.2282560334991042,Bot
wootsbot,mamut-dev/icons-pack,100,24.0,65,0.03555910944501618,Human
glide-copybara-robot,bumptech/glide,100,1.0,79,0.031914511076465035,Human
UberOpenSourceBot,fusionjs/fusionjs,100,30.0,61,0.03767062760852539,Human
metal3-io-bot,metal3-io/baremetal-operator,100,0.0,9,0.22310916208585815,Bot
reactorbot,reactor/reactor-core,100,0.0,1,0.15198103602507027,Bot
jjrobothamho,UKHomeOffice/modern-slavery,100,3.0,91,0.05214399572175197,Human
omex-github-bot-internal,microsoft/Omex,89,0.0,3,0.20501564881055004,Bot
dialog-bot,dialogs/api-schema,100,0.0,1,0.008370325766589911,Bot
garvisbot-tianhaoz,tianhaoz95/garvis,/,/,/,/,/
google-oss-robot,GoogleCloudPlatform/osconfig,100,0.0,6,0.5020697522084575,Bot
garvisbot,tianhaoz95/garvis,/,/,/,/,/
LottieSnapshotBot,airbnb/lottie-android,100,0.0,1,0.007806357053848084,Bot
truecar-cla-bot,TrueCar/gluestick,100,0.0,1,0.0,Bot
kubermatic-triage-bot,kubermatic/machine-controller,100,0.0,1,0.3311205621361146,Bot
cloudwanbot,cloudwan/gohan,38,0.0,2,0.33613209872838506,Bot
karmarunnerbot,karma-runner/karma,100,0.0,2,0.25503017456573635,Bot
sizebot,facebook/react,100,0.0,12,0.33522570129296364,Bot
amp-owners-bot,ampproject/amphtml,100,0.0,6,0.11994729387824155,Bot
sre-bot,pingcap/tidb,100,0.0,3,0.09433858670839892,Bot
typescript-bot,DefinitelyTyped/DefinitelyTyped,/,/,/,/,/
bedevere-bot,python/cpython,100,0.0,8,0.31037990211656274,Bot
42bot,42BV/ui,100,0.0,3,0.3852113081554132,Bot
knative-test-reporter-robot,knative/serving,100,0.0,6,0.11203612832707327,Bot
nodejs-github-bot,nodejs/node,/,/,/,/,/
flinkbot,apache/flink,100,0.0,2,0.33169297225387967,Bot
matticbot,Automattic/wp-calypso,/,/,/,/,/
elasticsearch-bot,elastic/logstash,100,0.0,3,0.30224320808969996,Bot
hospitalrunbot,HospitalRun/components,100,0.0,1,0.12914743901955228,Bot
zorro-bot,NG-ZORRO/ng-zorro-antd,100,0.0,26,0.40318851933145106,Bot
msft-github-bot,OfficeDev/office-ui-fabric-react,100,0.0,8,0.17363129052185233,Bot
theguild-bot,dotansimha/graphql-code-generator,100,0.0,3,0.06577914271536307,Bot
dlang-bot,dlang/dmd,100,0.0,5,0.3199419712030038,Bot
jwplayer-robot,jwplayer/jwplayer,100,0.0,1,0.17171136952545923,Bot
mui-pr-bot,mui-org/material-ui,100,0.0,2,0.3184748152652083,Bot
alluxio-bot,Alluxio/alluxio,100,0.0,15,0.10403541322087496,Bot
agones-bot,googleforgames/agones,100,0.0,2,0.3257906589546441,Bot
cargo-dep-bot,libra/libra,100,0.0,9,0.20320154152799327,Bot
bugsnagbot,bugsnag/bugsnag-js,100,0.0,1,0.19300776693521648,Bot
cypress-bot,cypress-io/cypress,100,0.0,4,0.09325683565470265,Bot
hasura-bot,hasura/graphql-engine,100,0.0,5,0.3635592051519426,Bot
che-bot,eclipse/che,100,0.0,4,0.30131506216511356,Bot
trax-robot,google/trax,100,0.0,98,0.023361262252221463,Human
submariner-bot,submariner-io/submariner,100,0.0,3,0.25965192939658327,Bot
DustyTheBot,microsoft/fluent-ui-react,100,0.0,54,0.14760840688366855,Human
istio-policy-bot,istio/api,100,0.0,3,0.3128435441566423,Bot
tekton-robot,tektoncd/pipeline,100,0.0,6,0.22256051879477515,Bot
openshift-azure-robot,openshift/openshift-azure,100,0.0,1,0.27249054672306783,Bot
pfn-ci-bot,cupy/cupy,100,0.0,2,0.18203689554227623,Bot
pull-bot,facebook/react-native,100,0.0,3,0.3164691759305796,Bot
webpack-bot,webpack/webpack-cli,100,0.0,6,0.2876316904106166,Bot
echarts-bot,apache/incubator-echarts,100,0.0,30,0.08918176999030444,Human
tedium-bot,material-components/material-components-web-components,100,0.0,1,0.0,Bot
dotnet-bot,dotnet/roslyn,/,/,/,/,/
minikube-pr-bot,kubernetes/minikube,/,/,/,/,/
nacho-bot,RedHatInsights/frontend-components,100,0.0,2,0.3426398374751547,Bot
jenkins-x-bot,jenkins-x/jx,100,0.0,7,0.1961039643069153,Bot
bits-bot,DataDog/datadog-agent,100,0.0,2,0.4699054647504603,Bot
metamaskbot,MetaMask/metamask-extension,100,0.0,6,0.12569602053991555,Bot
syndesisio-bot,syndesisio/syndesis,100,0.0,1,0.07654379761944212,Bot
element-bot,ElemeFE/element,100,0.0,83,0.061779955224569603,Human
fluttergithubbot,flutter/flutter,/,/,/,/,/
ibmdotcom-bot,carbon-design-system/ibm-dotcom-library,100,0.0,3,0.15258357379673207,Bot
PWAStudioBot,magento/pwa-studio,100,0.0,1,0.36541209559069215,Bot
vtex-io-docs-bot,vtex-apps/store-components,100,0.0,2,0.34225714969601917,Bot
react-native-bot,facebook/react-native,/,/,/,/,/
Favware-bot,favware/graphql-pokemon,100,0.0,1,0.0,Bot
ngrxbot,ngrx/platform,100,0.0,1,0.016289015509491096,Bot
airbnb-bot,airbnb/lunar,100,0.0,1,0.23200995745185032,Bot
bothra90,libra/libra,100,0.0,76,0.05665576320056325,Human
dotnet-maestro-bot,dotnet/aspnetcore-tooling,100,0.0,1,0.1709423529407089,Bot
solo-changelog-bot,solo-io/gloo,100,0.0,1,0.07698782814113339,Bot
pdfjsbot,mozilla/pdf.js,100,0.0,4,0.22620354773412957,Bot
swift-server-bot,apple/swift-nio,100,0.0,2,0.035622120102902145,Bot
dhis2-bot,dhis2/analytics,100,0.0,2,0.38634237116472336,Bot
glotbot,electron/i18n,100,74.0,2,0.0,Human
ompiteam-bot,open-mpi/ompi,100,0.0,1,0.0,Bot
explosion-bot,explosion/spaCy,100,0.0,5,0.5627557680872276,Bot
callstack-bot,callstack/react-native-paper,100,0.0,1,0.055718954150054324,Bot
bundlerbot,rubygems/rubygems,100,0.0,5,0.16771281128824989,Bot
jbobotek,Azure/azure-iot-sdk-c,100,4.0,50,0.04334888836012175,Human
ohbot,ohbot/picoh-python,19,1.0,19,0.03773776143438047,Human
nusmods-deploy-bot,nusmodifications/nusmods,100,0.0,1,0.010060787846702682,Bot
pirate-bot,Codeinwp/gutenberg-animation,90,0.0,1,0.0336807216865642,Bot
docusaurus-bot,facebook/docusaurus,100,0.0,3,0.2585507922271914,Bot
tykbot,TykTechnologies/tyk,100,0.0,4,0.1327128529468995,Bot
edx-transifex-bot,edx/edx-ora2,100,0.0,3,0.022758864682846,Bot
rh-atomic-bot,containers/buildah,100,0.0,8,0.13078785598854545,Bot
status-github-bot,status-im/status-go,100,0.0,2,0.6097036934579713,Bot
ng-zorro-bot,NG-ZORRO/ng-zorro-antd,100,0.0,19,0.11738778475917262,Bot
idealbot,ideal-postcodes/core-browser,100,0.0,1,-5.224283604227705e-17,Bot
mender-test-bot,mendersoftware/mender,100,0.0,7,0.20713046109428324,Bot
weex-bot,apache/incubator-weex,100,0.0,3,0.4682346109821884,Bot
robotdan,FusionAuth/fusionauth-netcore-client,48,1.0,48,0.031929598367663146,Human
minikube-bot,kubernetes/minikube,/,/,/,/,/
xobotyi,streamich/react-use,100,0.0,84,0.03914935714696722,Human
gvisor-bot,google/gvisor,100,0.0,94,0.026889925387698493,Human
KadoBOT,Adyen/adyen-node-api-library,100,2.0,80,0.03732697366818425,Human
codeboten,open-telemetry/opentelemetry-python,100,9.0,84,0.03842000505916299,Human
mdc-web-bot,material-components/material-components-web,100,0.0,6,0.31603421462360026,Bot
daisy-bot,GoogleCloudPlatform/compute-image-tools,100,0.0,7,0.24718188195241605,Bot
aws-afr-bot,aws/amazon-freertos,100,0.0,2,5.235315741937358e-17,Bot
kubevirt-commenter-bot,kubevirt/kubevirt,100,0.0,1,0.0,Bot
cozy-bot,cozy/cozy-ui,100,0.0,1,0.09710611479702527,Bot
backpackbot,Skyscanner/backpack,100,0.0,2,0.17308443792310793,Bot
google-oss-bot,firebase/firebase-ios-sdk,100,0.0,12,0.09492257147835237,Bot
sagemaker-bot,aws/sagemaker-containers,66,0.0,1,0.28567316416401944,Bot
robotmrv,reactor/reactor-core,34,0.0,34,0.0344970821248463,Human
libra-cla-bot,libra/libra,/,/,/,/,/
StepFunctions-Bot,aws/aws-step-functions-data-science-sdk-python,100,0.0,1,0.22387703249354363,Bot
botcerts,blockchain-certificates/blockcerts-verifier,100,0.0,1,0.006418113059639269,Bot
nockbot,nock/nock,100,0.0,2,0.39244294196371604,Bot
retest-bot,jetstack/cert-manager,100,0.0,3,0.2399056815735787,Bot
WeTransferBot,WeTransfer/Mocker,/,/,/,/,/
graalvmbot,oracle/graal,100,46.0,33,0.07565443167720118,Human
fusionjs-sync-bot,fusionjs/fusionjs,56,0.0,4,0.32859429313632893,Bot
haribote,maboroshi-inc/math-utils,51,13.0,36,0.027201974148160928,Human
janusgraph-bot,JanusGraph/janusgraph,100,0.0,2,0.4396492217241715,Bot
moonwalker-bot,moonwalker/orbit,100,2.0,45,0.13557962443067212,Human
yarpcbot,yarpc/yarpc-go,100,0.0,4,0.009635567184580758,Bot
ross-bott,ross-rotordynamics/ross,71,1.0,5,0.25768858437459713,Bot
ucloud-bot,ucloud/ucloud-sdk-python3,100,31.0,4,0.26488304242522215,Bot
achoboter,priceline/design-system,21,2.0,19,0.039974847347080116,Human
spacchettibotti,spacchetti/spago,/,/,/,/,/
aporeto-bot,aporeto-inc/trireme-lib,100,0.0,1,0.17841101116621597,Bot
MidLevel-Bot,MidLevel/Ruffles,15,0.0,1,0.21169142851351813,Bot
usercont-release-bot,packit-service/packit,100,0.0,27,0.2104499565879222,Human
INGIbot,UCL-INGI/INGInious,77,24.0,3,0.1919581571231597,Bot
skydive-bot,skydive-project/skydive,100,0.0,1,4.415003374640228e-17,Bot
subotic,dasch-swiss/knora-py,52,6.0,45,0.03338190380886611,Human
hoppipolla-critic-bot,mozilla/webdriver-rust,17,0.0,1,0.022589418845719463,Bot
hacs-bot,hacs/frontend,100,0.0,3,0.03169452498786886,Bot
sumupbot,sumup/create-sumup-react-app,/,/,/,/,/
mattsb42-bot,mattsb42/pipx-in-pipx,/,/,/,/,/
pabbott0,bradfitz/http2,17,0.0,17,0.032329073413927475,Human
ExtendReality-Bot,ExtendRealityLtd/Tilia.CameraRigs.SpatialSimulator.Unity,100,0.0,1,0.03028931683599274,Bot
dictybasebot,dictyBase/go-obograph,13,5.0,4,0.0977153392634381,Bot
mixmax-bot,mixmaxhq/eslint-config-mixmax,39,0.0,1,0.08354245025827357,Bot
miroculusbot,miroculus/log,15,0.0,2,0.12881462497906593,Bot
abbotware,tonerdo/coverlet,29,0.0,28,0.03271140113604781,Human
BasaltBot,basaltinc/knapsack,/,/,/,/,/
docker-compose-qa-bot,jperelli/osm-static-maps,41,0.0,6,0.17198900783721832,Bot
asanabot,Asana/php-asana,11,10.0,2,3.552713323529169e-17,Bot
todbot,MadLittleMods/node-usb-detection,25,0.0,25,0.024515427888041827,Human
sobotklp,sobotklp/django-throttle-requests,18,0.0,17,0.03574195562527606,Human
matrixbot,matrix-org/matrix-appservice-bridge,33,0.0,4,0.3649413332026579,Bot
jquerybot,theintern/intern,14,0.0,1,0.050113879680227034,Bot
suchabot,wikimedia/mediawiki,/,/,/,/,/
breakingrobot,GrafiteInc/CrudMaker,17,2.0,16,0.04246501800624231,Human
leontalbot,clj-pdf/clj-pdf,29,0.0,29,0.02888725300605782,Human
gitcoinbot,MyBitFoundation/MyBit-UI-Toolkit.app,12,0.0,3,0.1396979701146218,Bot
z-docker-bot,Zenika/docker-kotlin,61,0.0,1,0.21521801317468606,Bot
opendatakit-bot,opendatakit/javarosa,/,/,/,/,/
oni-bot,onivim/oni,100,0.0,1,0.0,Bot
seabird-bot,belak/go-seabird,100,0.0,3,0.20511791712642538,Bot
open-collective-bot,maticzav/graphql-shield,100,0.0,1,0.40112242384366303,Bot
jw-issue-bot,jwplayer/jwplayer,100,0.0,3,0.001928123195790082,Bot
tessel-crashbot,tessel/t2-cli,100,0.0,24,0.13138872039388033,Bot
RobotPsykolog,BoboTiG/python-mss,18,0.0,18,0.04085797095022741,Human
ionitron-bot,ionic-team/ionic-v3,100,0.0,78,0.06195263941984673,Human
vscodebot,microsoft/vscode-languageserver-node,56,0.0,3,0.009580029383060148,Bot
aio-libs-bot,aio-libs/yarl,12,0.0,6,0.09720776400121536,Bot
pydio-bot,pydio/cells,24,1.0,14,0.08480571586130789,Human
greenrobot,objectbox/objectbox-go,19,0.0,19,0.021908269673956506,Human
issue-label-bot,genuinetools/img,55,0.0,2,0.5135196689740175,Bot
Julboteroc,GMOD/jbrowse,14,0.0,14,0.04597069248678824,Human
appsflyerbot,AppsFlyerSDK/cordova-plugin-appsflyer-sdk,13,0.0,2,-2.301419232260926e-17,Bot
makeflow-bot,makeflow/syncable,32,11.0,20,0.05389157030066695,Human
change-bot,mapbox/mapbox-vision-ios,26,0.0,1,0.4636401904788381,Bot
brettchabot,robolectric/robolectric,100,2.0,90,0.02992112520841357,Human
wallabag-bot,wallabag/wallabag,100,0.0,65,0.09392930863066344,Human
scorebot,autodeployai/pypmml,81,0.0,68,0.04400047541483662,Human
botzill,my8100/scrapydweb,16,0.0,15,0.04180393580501897,Human
BotellaA,Kitware/paraview-glance,11,0.0,11,0.035118460689309315,Human
McGroover-Bottleneck,firebase/firebase-functions,12,0.0,12,0.023555194746802264,Human
knative-housekeeping-robot,knative/test-infra,100,0.0,1,0.21943598403015713,Bot
mods-bot,nusmodifications/nusmods,100,0.0,2,0.10161089656638811,Bot
thomasbottonari,conventional-changelog/conventional-changelog,11,0.0,11,0.0335012761289146,Human
SegmentDestinationsBot,segmentio/analytics.js-integrations,100,0.0,75,0.0873474942397347,Human
matts-bot,mattlewis92/angular-calendar,100,0.0,2,-3.280611324663902e-17,Bot
zartbot,intel-go/nff-go,13,0.0,13,0.02336254538119681,Human
alberto-bottarini,laravel-bi/laravel-bi,35,12.0,23,0.03200447289604968,Human
adelbot,cblomart/vsphere-graphite,11,0.0,9,0.0625784942157839,Human
antv-bot,antvis/g,30,0.0,22,0.053403951876589674,Human
RealmBot,realm/realm-dotnet,37,12.0,22,0.04743254952006112,Human
botsarehots,fyne-io/fyne,/,/,/,/,/
taro-ui-bot,NervJS/taro-ui,100,0.0,1,0.0,Bot
assemblebot,assemble/grunt-assemble,27,0.0,1,0.20498722974123065,Bot
robotccm,ccmbenchmark/ting,100,0.0,44,0.11965131154217237,Bot
ChristopherRabotin,danburkert/prost,/,/,/,/,/
egg-bot,eggjs/egg,100,0.0,4,0.4938323222709463,Bot
babel-bot,babel/babel,100,0.0,3,0.40897519390423615,Bot
filippobottega,linq2db/linq2db,95,0.0,94,0.03436044903331432,Human
QacoBot,Qiskit/qiskit-terra,100,0.0,1,0.05713266831747824,Bot
bazel-flag-bot,bazelbuild/rules_nodejs,11,0.0,2,0.30132420663965664,Bot
build-cop-bot,GoogleCloudPlatform/golang-samples,/,/,/,/,/
devtools-bot,GoogleChrome/lighthouse,100,0.0,3,0.21143476667473193,Bot
kf-label-bot-dev,kubeflow/kubeflow,/,/,/,/,/
athenabot,kubernetes/kubernetes,/,/,/,/,/
taro-bot,NervJS/taro,100,0.0,8,0.08785115461825756,Bot
swaglyricsbot,SwagLyrics/SwagLyrics-For-Spotify,100,0.0,1,0.10943048228827487,Bot
yarnbot,yarnpkg/berry,100,0.0,10,0.08765073162513004,Bot
DartBot,dart-lang/http_server,100,0.0,36,0.14349954084970074,Human
robotvert,jmazzi/crypt_keeper,/,/,/,/,/
neos-bot,neos/neos-googleanalytics,16,0.0,15,0.06134995794338668,Human
fire-bot,bccp/nbodykit,14,0.0,10,0.07306708370216802,Human
netoffice-bot,NetOfficeFw/NetOffice,100,0.0,90,0.06476417088741997,Human
alshaboti,CyberReboot/NetworkML,19,0.0,19,0.03174838487289538,Human
abotiamnot,heliopython/heliopy,100,11.0,83,0.03903971602392192,Human
rybot666,rust-osdev/bootloader,18,0.0,18,0.03490438445421758,Human
RotemBot,theo4u/sails-hook-swagger-generator,17,0.0,17,0.041373645394900835,Human
izhrobot,farhadi/node-smpp,11,0.0,11,0.03105082914399889,Human
glassfishrobot,eclipse-ee4j/el-ri,78,0.0,37,0.10924513610088189,Bot
mybit-bot,MyBitFoundation/MyBit-Network.tech,42,4.0,30,0.07704210218557264,Human
robotlolita,robotlolita/helm,13,8.0,6,0.02706887110436048,Human
homeassistant,home-assistant/home-assistant-cli,59,0.0,2,0.5979899487416173,Bot
claassistantio,invertase/react-native-firebase,36,0.0,2,0.442970840772425,Bot
pull-assistant,fisker/serve-directory-theme-octicons,100,0.0,2,0.08080359826647819,Bot
opensource-assist,seanbreckenridge/keepassxc-pwned,13,1.0,13,0.04030988240204643,Human
selenium-assistant,SeleniumHQ/selenium,100,0.0,4,0.07187528990483134,Bot
wking-io,wking-io/elm-live,100,3.0,85,0.04132622621258974,Human
sonic-ios-dev,Tencent/VasSonic,69,0.0,63,0.025950928008401226,Human
drj-io,madwire-media/sails-generate-forestay,28,10.0,17,0.05333254227917195,Human
loeffel-io,recws-org/recws,50,1.0,47,0.0337717737742399,Human
Alexandre-io,Alexandre-io/verdaccio-ldap,30,4.0,25,0.03670650779174684,Human
restyled-io,njzjz/mddatasetbuilder,/,/,/,/,/
havoc-io,havoc-io/mutagen,/,/,/,/,/
gitpod-io-legacy-app,theia-ide/typescript-language-server,16,0.0,1,0.4447406337595879,Bot
vtex-io-ci-cd,vtex/address-form,100,0.0,2,0.4384543837612955,Bot
Alban-io,Domraider/rxnet,21,17.0,5,0.013193413510805708,Human
afterwind-io,afterwind-io/preprocessor-loader,26,0.0,26,0.028457948900880502,Human
nhz-io,ironSource/node-regedit,27,7.0,21,0.029424194866642422,Human
ylv-io,OpenZeppelin/openzeppelin-network.js,14,3.0,12,0.039861093733536225,Human
vlad-ion,microsoft/Omex,19,9.0,11,0.02792870245677765,Human
gitpod-io,unoplatform/uno,100,0.0,1,0.0045538515757813395,Bot
btzr-io,openseadragon/openseadragon,19,0.0,19,0.02766136619165087,Human
manuel-di-iorio,coinbase/coinbase-node,17,2.0,16,0.035968223976883096,Human
az-iot-builder-01,Azure/azure-iot-sdk-python,100,0.0,1,0.24369582149218758,Bot
sentry-io,thoth-station/solver,32,0.0,22,0.0720627717451017,Human
globules-io,apache/cordova-electron,12,0.0,11,0.04110593230768014,Human
veti-io,BlinkID/blinkid-cordova,/,/,/,/,/
prologic,muesli/beehive,20,0.0,20,0.02825264144636958,Human
JDragovichAlertLogic,alertlogic/al-aws-collector-js,23,0.0,21,0.07580130103742967,Human
binarylogic,timberio/timber-js,14,1.0,13,0.044079207245283844,Human
techknowlogick,techknowlogick/shiori,100,42.0,54,0.03239489917286364,Human
logicminds,puppetlabs/puppetlabs_spec_helper,33,0.0,33,0.030123101583093007,Human
easylogic,easylogic/codemirror-colorpicker,100,0.0,93,0.03636989312443374,Human
Teknologica,Rebilly/rebilly-js-sdk,54,3.0,50,0.03895020331171542,Human
customlogic,dataarts/dat.gui,66,0.0,63,0.03285025100126181,Human
srikanthlogic,speakforme/frontend,19,2.0,18,0.03953687069953449,Human
MeekLogic,MeekLogic/Weight.js,/,/,/,/,/
logic-building,logic-building/functional-go,100,83.0,18,0.008209118708951905,Human
FuzzicalLogic,cogizmo/sajax-content,22,8.0,15,0.030180350679999766,Human
adamlogic,edgecase/middleman-gh-pages,/,/,/,/,/
SlowLogicBoy,aelij/RoslynPad,52,2.0,51,0.030654486788082108,Human
logicalparadox,chaijs/chai-spies,/,/,/,/,/
viralogic,viralogic/py-enumerable,100,8.0,83,0.03590289665842563,Human
chasinglogic,chasinglogic/dfm,61,20.0,41,0.0326704201302671,Human
bitsoflogic,thlorenz/proxyquire,26,0.0,26,0.03983610238864685,Human
azurelogic,trek10inc/serverless-secrets,16,0.0,16,0.029850038341243428,Human
QuLogic,matplotlib/matplotlib,100,0.0,83,0.04153565397634149,Human
IKnowLogic,BONSAMURAIS/arborist,27,0.0,26,0.029670147376418723,Human
millerlogic,rivo/tview,30,0.0,30,0.034916764331429616,Human
Technologicat,Technologicat/unpythonic,100,0.0,97,0.0334211476938904,Human
FlickerLogicalStack,streamich/react-use,16,0.0,15,0.032240531816475224,Human
bilogic,jcubic/jquery.terminal,25,0.0,25,0.0255744210138086,Human
nevrologica,watson-developer-cloud/speech-javascript-sdk,16,0.0,16,0.02532378566279299,Human
Syed-SnapLogic,jhalterman/failsafe,17,0.0,17,0.04961440665866121,Human
pslogic,dgreif/ring,16,0.0,16,0.03726596288655949,Human
afterlogic-support,rianjs/ical.net,18,0.0,18,0.02676005819775889,Human
