Bot,Humain
,15.0
,28.5
,37.0
,27.0
,37.0
,33.5
,27.0
,0.0
,26.0
,34.0
,35.0
,34.0
,29.0
,49.0
,36.0
,11.0
,100.0
,67.5
,35.0
,29.5
,23.0
,36.0
,33.5
,22.0
,100.0
,66.5
,30.0
,34.0
,32.0
,31.0
,25.0
,34.0
,26.0
,33.0
,18.0
,37.0
,8.0
,32.5
,28.5
,20.5
,34.0
,26.0
,28.0
,30.0
,25.0
,66.0
,33.0
,35.0
,28.0
,35.5
,38.0
,38.0
,43.0
,35.0
,66.5
,35.0
,31.0
,34.5
,26.5
,28.0
,30.0
,35.0
,37.5
,31.0
,32.0
,27.0
,22.0
,13.0
,31.0
,26.0
,30.0
,40.0
,3.0
,31.0
,29.0
,32.0
,24.0
,12.0
,22.0
,27.0
,34.5
,17.0
,35.0
,100.0
,41.0
,31.0
,64.5
,18.0
,52.0
,29.5
,35.0
,35.0
,32.5
,29.0
,20.0
,100.0
,27.5
,33.0
,18.0
,29.0
,35.0
,24.0
,60.5
,36.0
,37.0
,36.0
,27.0
,100.0
,26.0
,40.0
,28.0
,73.0
,20.0
,70.5
,40.0
,38.0
,46.0
,36.0
,24.0
,30.0
,32.0
,43.0
,35.0
,35.0
,35.0
,13.5
,26.0
,74.5
,16.5
,62.5
,32.0
,37.0
,31.0
,20.5
,31.0
,17.0
,39.0
,33.0
,22.0
,62.0
,33.0
,37.0
,30.0
,28.0
,27.0
,36.0
,67.0
,63.0
,28.0
,27.0
,35.5
,31.0
,16.0
,67.5
,34.5
,28.0
,28.0
,37.0
,23.0
,31.0
,6.0
,0.0
,32.0
,61.0
,50.0
,31.0
,34.5
,32.0
,50.0
,32.0
,21.5
,70.0
,66.0
,32.0
,40.5
,34.0
,35.0
,39.0
,48.5
,21.0
,34.0
,25.0
,100.0
,34.0
,55.0
,26.0
,50.0
,41.0
,45.0
,23.0
,27.0
,65.0
,27.0
,63.5
,70.5
,37.0
,34.0
,35.5
,20.0
,100.0
,34.0
,100.0
,19.0
,32.0
,30.5
,26.0
,51.0
,70.5
,28.0
,32.0
,35.0
,36.0
,25.0
,26.0
,35.0
,28.0
,10.0
,27.0
,33.0
